,artist(s),track,market,release date,danceability,energy,loudness,mode,acousticness,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,language,languages,lang 1,lang 2,lang 3
664,Camilo,Ropa Cara,ar,1/14/21,0.813,0.526,-4.787,0,0.105,0.125,0.000661,0.11,0.608,170.002,163320,4,es,"['es', 'it']",0.69387755,0.30612245,0.0
665,"Kevin Roldan, Bryant Myers, Lyanno",Hasta Abajo,ar,1/14/21,0.714,0.671,-5.119,1,0.289,0.362,0.0,0.325,0.641,169.732,229827,4,es,"['es', 'pt', 'tr']",0.97333333,0.01333333,0.01333333
666,"Nicky Jam, Romeo Santos",Fan de Tus Fotos,ar,1/14/21,0.728,0.689,-5.718,1,0.293,0.0725,1.26e-05,0.109,0.431,170.089,197647,4,es,"['es', 'en', 'ca']",0.87878788,0.09090909,0.01515152
667,"L-Gante, Homer El Mero Mero, DT.Bilardo",Titubeo,ar,1/14/21,0.891,0.585,-5.911,0,0.26,0.141,0.0,0.176,0.558,92.003,205435,4,es,"['es', 'tl', 'tr']",0.95833333,0.02777778,0.01388889
668,La K'onga,El Mismo Aire,ar,1/14/21,0.483,0.492,-6.591,0,0.603,0.295,0.0,0.323,0.66,144.511,188213,4,es,['es'],1.0,0.0,0.0
669,"KHEA, Natti Natasha, Prince Royce, Lenny Santos",Ayer Me Llamó Mi Ex – Remix,ar,1/14/21,0.784,0.691,-4.972,0,0.231,0.0437,0.0,0.119,0.548,117.032,256253,4,es,"['es', 'en', 'ar']",0.83333333,0.09375,0.04166667
670,"Fer Palacio, DJ Alex, Santiago Saez",Ya No Más,ar,1/14/21,0.679,0.216,-14.465,1,0.781,0.0391,0.0,0.0987,0.598,81.966,161035,4,es,"['es', 'sq', 'ca']",0.85714286,0.07142857,0.03571429
671,"C. Tangana, Ni√±o de Elche, La H√∫ngara",Tú Me Dejaste De Querer,ar,1/14/21,0.812,0.747,-4.611,0,0.31,0.15,0.00412,0.1,0.488,168.025,198500,4,es,"['es', 'ar', 'ja']",0.84090909,0.04545455,0.04545455
672,"La Joaqui, L-Gante",Lassie,ar,1/14/21,0.838,0.846,-3.428,1,0.399,0.14,4.55e-06,0.0938,0.617,89.969,172667,4,es,"['es', 'gl', 'ar']",0.9122807,0.05263158,0.03508772
673,"Jay Wheeler, DJ Nelson, Myke Towers",La Curiosidad,ar,1/14/21,0.845,0.677,-4.798,0,0.269,0.136,0.000917,0.108,0.68,90.013,219048,4,es,"['es', 'en', 'ca']",0.75438596,0.1754386,0.01754386
674,Justin Quiles,Jeans,ar,1/14/21,0.807,0.656,-4.395,0,0.0165,0.105,0.0,0.0693,0.89,83.943,185840,4,es,"['es', 'en', 'ca']",0.87692308,0.09230769,0.01538462
675,"Yung Caza, Chencho Corleone",La Llevo Al Cielo,ar,1/14/21,0.784,0.885,-3.558,1,0.315,0.179,0.0,0.351,0.935,79.923,223132,4,es,"['es', 'en', 'co']",0.93150685,0.02739726,0.01369863
676,"J Balvin, Dua Lipa, Bad Bunny",UN DIA (ONE DAY) (Feat. Tainy),ar,1/14/21,0.571,0.693,-8.234,0,0.00536,0.0545,0.0,0.173,0.393,168.169,232253,4,es,"['es', 'en', 'it']",0.90163934,0.04918033,0.03278689
677,"Ozuna, Camilo",Despeinada,ar,1/14/21,0.734,0.775,-3.855,1,0.186,0.0614,0.000542,0.123,0.72,166.039,224187,4,es,"['es', 'pt']",0.98461538,0.01538462,0.0
678,Kidd Keo,Olvídate,ar,1/14/21,0.564,0.428,-10.076,0,0.0722,0.403,3.52e-06,0.0979,0.542,79.541,193059,4,es,"['es', 'en', 'ar']",0.89090909,0.09090909,0.01818182
679,"Maria Becerra, TINI, Lola Indigo",High (Remix),ar,1/14/21,0.598,0.427,-8.764,0,0.0546,0.0317,5.83e-06,0.21,0.0605,76.469,175721,4,es,"['es', 'ar', 'en']",0.79166667,0.10416667,0.08333333
680,Ciro y los Persas,Me Gusta,ar,1/14/21,0.775,0.696,-5.184,0,0.0559,0.0681,0.00184,0.157,0.775,92.007,190570,4,es,['es'],1.0,0.0,0.0
681,"Jay Wheeler, Myke Towers, Rauw Alejandro","La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",ar,1/14/21,0.845,0.677,-4.798,0,0.269,0.136,0.000917,0.108,0.68,90.013,219048,4,es,"['es', 'en', 'ca']",0.75438596,0.1754386,0.01754386
682,J Balvin,Tu Veneno,ar,1/14/21,0.664,0.659,-4.232,0,0.0625,0.0873,0.00024,0.0874,0.797,175.826,157320,4,es,"['es', 'hi', 'en']",0.8,0.04444444,0.02222222
683,"Trueno, Bizarrap, Taiu, TATOOL",Mamichula - con Nicki Nicole,ar,1/14/21,0.696,0.678,-5.893,0,0.582,0.0735,2.22e-06,0.134,0.346,91.985,219202,4,es,"['es', 'en', 'ar']",0.4,0.35,0.0375
684,"Maluma, Be√©le, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",Aloha,ar,1/14/21,0.807,0.712,-5.757,1,0.532,0.1,2.37e-05,0.163,0.792,100.004,241659,4,es,"['es', 'en', 'ht']",0.79166667,0.05208333,0.04166667
685,"El Reja, Agust√≠n Casanova, The La Planta",Bonita,ar,1/14/21,0.774,0.873,-1.587,0,0.0153,0.0418,0.00506,0.293,0.845,96.033,265933,4,es,"['es', 'en']",0.97727273,0.02272727,0.0
686,"Bizarrap, YSY A","YSY A: Bzrp Music Sessions, Vol. 37",ar,1/14/21,0.828,0.788,-3.957,1,0.38,0.301,0.0,0.072,0.961,116.939,156656,4,es,"['es', 'ar', 'eo']",0.94,0.02,0.02
687,Intoxicados,Nunca quise,ar,1/14/21,0.709,0.787,-6.3,1,0.0891,0.0279,0.0,0.149,0.874,118.001,260371,4,es,['es'],1.0,0.0,0.0
688,Luis Alberto Spinetta,Seguir Viviendo Sin Tu Amor,ar,1/14/21,0.679,0.368,-15.449,0,0.689,0.0251,1.02e-05,0.28,0.736,104.932,160867,4,es,['es'],1.0,0.0,0.0
689,"KAROL G, Anuel AA, J Balvin",LOCATION,ar,1/14/21,0.736,0.449,-11.462,0,0.33,0.425,0.000162,0.0898,0.326,80.126,219080,4,en,"['en', 'es', 'tl']",0.88,0.03,0.02
690,"Ovy On The Drums, Danny Ocean",Miedito o Qué? (feat. KAROL G),ar,1/14/21,0.851,0.776,-3.254,1,0.12,0.0561,0.0,0.1,0.804,95.995,209905,4,es,"['es', 'en']",0.9,0.1,0.0
691,Dua Lipa,Break My Heart,ar,1/14/21,0.73,0.729,-3.434,0,0.167,0.0883,1.39e-06,0.349,0.467,113.013,221820,4,en,['en'],1.0,0.0,0.0
692,Ciro y los Persas,Mirenla,ar,1/14/21,0.709,0.804,-6.05,1,0.483,0.0459,0.0,0.262,0.964,161.944,169500,4,es,"['es', 'zh-CN']",0.84615385,0.15384615,0.0
693,Andr√©s Calamaro,Flaca,ar,1/14/21,0.739,0.745,-6.658,1,0.21,0.0267,0.0135,0.127,0.949,109.326,277653,4,es,['es'],1.0,0.0,0.0
694,KAROL G,"Ay, DiOs Mío!",ar,1/14/21,0.718,0.712,-4.366,1,0.512,0.174,0.00121,0.104,0.531,180.034,189653,4,es,"['es', 'en']",0.98076923,0.01923077,0.0
695,"Wisin, Yandel, Farruko","3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",ar,1/14/21,0.833,0.858,-3.283,1,0.0696,0.0794,0.0,0.239,0.675,91.967,366613,4,es,"['es', 'it', 'pt']",0.78481013,0.15189873,0.03797468
696,Ke Personajes,Cómo estás,ar,1/14/21,0.654,0.758,-6.458,1,0.21,0.0316,0.0,0.0862,0.93,93.271,177107,4,es,"['es', 'id']",0.95833333,0.04166667,0.0
697,Camilo,Favorito,ar,1/14/21,0.611,0.851,-2.982,1,0.229,0.0598,0.0,0.232,0.823,178.032,211613,4,es,"['es', 'en']",0.98181818,0.01818182,0.0
698,"Dillom, Evar, Omar Varela",DUDADE,ar,1/14/21,0.805,0.522,-7.662,1,0.409,0.51,0.0,0.108,0.648,177.946,123093,4,es,"['es', 'en', 'bg']",0.63636364,0.31818182,0.02272727
699,Airbag,Por Mil Noches,ar,1/14/21,0.554,0.672,-7.489,0,0.0169,0.0291,5.42e-05,0.186,0.285,111.963,283884,4,es,"['es', 'pt']",0.98214286,0.01785714,0.0
700,"Tiago PZK, Lit Killah, Seven Kayne, Rusherking, Bhavi, Tobi",Cerca de tí - Remix,ar,1/14/21,0.616,0.748,-3.606,1,0.4,0.0317,0.0,0.137,0.491,133.024,241847,4,es,"['es', 'en', 'hi']",0.92307692,0.06153846,0.01538462
701,"Piso 21, Maluma",Más De La Una,ar,1/14/21,0.605,0.8,-3.018,1,0.518,0.312,0.000128,0.0763,0.732,92.284,236731,4,es,"['es', 'en', 'fi']",0.90909091,0.04545455,0.01515152
702,Jerry Di,Mi Cuarto,ar,1/14/21,0.854,0.525,-4.426,1,0.819,0.214,0.0,0.146,0.63,97.054,197587,4,es,"['es', 'en', 'fr']",0.83636364,0.09090909,0.01818182
703,"Migrantes, Oscu, Rombai, Agapornis, Alico, Nico Valdi",Si Me Tomo una Cerveza - Remix,ar,1/14/21,0.634,0.711,-5.066,0,0.249,0.0406,0.0,0.0686,0.726,84.909,237522,4,es,"['es', 'lt', 'co']",0.89285714,0.03571429,0.01190476
704,Divididos,Spaghetti del Rock,ar,1/14/21,0.626,0.389,-11.609,1,0.677,0.0254,1.12e-05,0.117,0.656,97.708,212880,4,es,['es'],1.0,0.0,0.0
705,CNCO,Dejaría Todo,ar,1/14/21,0.702,0.758,-4.405,1,0.14,0.278,0.0,0.111,0.837,167.915,188598,4,es,"['es', 'en']",0.97959184,0.02040816,0.0
706,"FMK, Maria Becerra, Beret",AYNEA REMIX,ar,1/14/21,0.618,0.499,-5.368,1,0.0437,0.0952,0.0,0.224,0.445,171.924,298605,4,es,"['es', 'en']",0.93150685,0.06849315,0.0
707,Camilo,Millones,ar,1/14/21,0.791,0.649,-2.312,1,0.0624,0.276,0.0,0.184,0.951,190.087,221749,4,es,"['es', 'ar', 'en']",0.92156863,0.03921569,0.01960784
708,"Papichamp, L-Gante, Blunted Vato, Ecko",Combi Nueva,ar,1/14/21,0.797,0.614,-6.702,1,0.376,0.151,0.0,0.346,0.675,100.085,192000,4,es,"['es', 'it', 'tl']",0.96825397,0.01587302,0.01587302
709,Gustavo Cerati,Crimen,ar,1/14/21,0.537,0.502,-8.406,1,0.44,0.025,0.0709,0.199,0.288,80.511,232027,4,es,['es'],1.0,0.0,0.0
710,Harry Styles,Golden,ar,1/14/21,0.448,0.838,-5.257,0,0.21,0.0557,0.000131,0.131,0.254,139.863,208907,4,en,['en'],1.0,0.0,0.0
711,"Reik, Farruko, Camilo",Si Me Dices Que Sí,ar,1/14/21,0.578,0.634,-5.979,0,0.00473,0.333,0.0,0.132,0.216,183.89,211652,4,es,"['es', 'en', 'no']",0.96551724,0.01724138,0.01724138
712,Jhay Cortez,Christian Dior,ar,1/14/21,0.839,0.706,-5.629,0,0.264,0.0728,1.23e-06,0.106,0.462,92.031,147120,4,es,['es'],1.0,0.0,0.0
713,Rauw Alejandro,Algo Mágico,ar,1/14/21,0.68,0.613,-4.368,1,0.758,0.0818,0.0,0.161,0.609,100.127,261603,4,es,"['es', 'en', 'nl']",0.85333333,0.05333333,0.04
714,Camilo,El Mismo Aire - con Pablo Albor√°n,ar,1/14/21,0.483,0.492,-6.591,0,0.603,0.295,0.0,0.323,0.66,144.511,188213,4,es,"['es', 'ar', 'en']",0.95652174,0.02173913,0.02173913
715,"Manuel Turizo, Justin Quiles, Dalex",Cosas Malas,ar,1/14/21,0.773,0.64,-4.777,0,0.119,0.207,0.0,0.17,0.605,170.067,228720,4,es,"['es', 'en', 'fi']",0.87951807,0.04819277,0.02409639
716,"KAROL G, Nicki Minaj",Tusa,ar,1/14/21,0.803,0.715,-3.28,1,0.295,0.298,0.000134,0.0574,0.574,101.085,200960,4,en,"['en', 'und', 'es']",0.7920354,0.05973451,0.03097345
717,Callejeros,Creo,ar,1/14/21,0.496,0.57,-6.053,1,0.291,0.0279,0.0,0.105,0.239,79.845,229373,4,es,['es'],1.0,0.0,0.0
718,Los Auténticos Decadentes,Amor (Ft. Mon Laferte) - MTV Unplugged,ar,1/14/21,0.535,0.714,-5.753,0,0.332,0.0329,2.91e-06,0.0806,0.458,100.059,221554,3,es,"['es', 'pt']",0.7804878,0.2195122,0.0
719,Manuel Turizo,Quiéreme Mientras Se Pueda,ar,1/14/21,0.793,0.782,-3.945,1,0.447,0.0582,0.0,0.124,0.81,143.86,191945,4,es,"['es', 'en', 'ca']",0.80769231,0.15384615,0.01923077
720,"Rei, Neo Pistea, Duki",Pininfarina - Remix,ar,1/14/21,0.748,0.767,-6.239,0,0.21,0.0424,0.0,0.108,0.428,89.982,260788,4,es,"['es', 'en', 'hi']",0.93333333,0.04444444,0.01111111
721,Patricio Rey y sus Redonditos de Ricota,Un Poco de Amor Francés,ar,1/14/21,0.532,0.776,-7.873,0,0.024,0.03,0.000419,0.358,0.667,137.736,206200,4,es,['es'],1.0,0.0,0.0
722,"Dalex, Lenny Tav√°rez, Chencho Corleone, Juhn, D√≠melo Flow",Hola - Remix,ar,1/14/21,0.654,0.672,-5.98,0,0.471,0.311,0.0,0.0781,0.343,181.857,249520,4,es,"['es', 'en', 'fi']",0.60240964,0.10843373,0.06024096
723,The Police,Every Breath You Take,ar,1/14/21,0.82,0.452,-9.796,1,0.543,0.0348,0.00294,0.0714,0.74,117.401,253920,4,en,['en'],1.0,0.0,0.0
724,Los Tipitos,Campanas en la Noche,ar,1/14/21,0.636,0.593,-5.181,0,0.303,0.0567,1.41e-05,0.108,0.742,145.972,237547,4,es,['es'],1.0,0.0,0.0
725,"Manuel Turizo, Wisin & Yandel",Mala Costumbre,ar,1/14/21,0.823,0.772,-4.935,1,0.243,0.0591,0.0,0.118,0.582,96.001,230728,4,es,"['es', 'en', 'ca']",0.93421053,0.03947368,0.01315789
726,Turf,Pasos Al Costado,ar,1/14/21,0.589,0.901,-3.442,1,0.02,0.0311,0.0,0.355,0.795,125.976,254147,4,es,"['es', 'ar', 'en']",0.9375,0.03125,0.03125
727,Rauw Alejandro,Perreo Pesau',ar,1/14/21,0.732,0.679,-3.068,0,0.195,0.135,5.2e-06,0.651,0.443,171.887,260547,4,es,"['es', 'ja', 'en']",0.84536082,0.08247423,0.02061856
728,"Rauw Alejandro, Mr. Naisgai",2/Catorce,ar,1/14/21,0.54,0.455,-5.988,1,0.675,0.224,1.08e-05,0.12,0.432,83.876,212032,4,es,"['es', 'en', 'nl']",0.9,0.03333333,0.03333333
729,Pappo,Juntos a la Par,ar,1/14/21,0.476,0.456,-7.41,1,0.556,0.0316,0.0,0.104,0.46,84.052,161133,4,es,['es'],1.0,0.0,0.0
730,"L-Gante, DJ Alex, DT.Bilardo",Clandestina 420,ar,1/14/21,0.849,0.606,-6.868,0,0.194,0.293,0.0,0.113,0.58,94.885,118737,4,es,"['es', 'ar', 'tl']",0.8372093,0.04651163,0.04651163
731,"L-Gante, DJ Alan Gomez, El Franko Dj",Uno Mas Uno - Original,ar,1/14/21,0.737,0.78,-5.633,0,0.102,0.076,0.0,0.0925,0.853,82.994,195904,4,es,"['es', 'eo', 'hr']",0.93650794,0.01587302,0.01587302
732,"Migrantes, MYA, Nico Valdi",No Bailo Pa Ti,ar,1/14/21,0.702,0.668,-3.272,0,0.286,0.0834,0.0,0.315,0.654,84.98,171816,4,es,"['es', 'en', 'it']",0.94,0.02,0.02
733,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",La Jeepeta - Remix,ar,1/14/21,0.815,0.715,-4.65,0,0.3,0.207,4.83e-06,0.091,0.786,176.007,345241,4,es,"['es', 'en', 'pt']",0.82352941,0.05882353,0.02521008
734,"Manuel Turizo, Maluma",Amor en Coma,ar,1/14/21,0.644,0.661,-4.877,0,0.369,0.451,0.0,0.0733,0.355,180.05,199882,4,es,"['es', 'en', 'tl']",0.83333333,0.14583333,0.02083333
735,"Natti Natasha, Cazzu, Farina",Las Nenas (feat. La Duraca),ar,1/14/21,0.775,0.847,-4.602,0,0.143,0.351,0.0,0.107,0.806,104.817,224740,4,es,"['es', 'vi', 'ca']",0.81012658,0.03797468,0.02531646
736,Maluma,Agua de Jamaica,ar,1/14/21,0.664,0.665,-3.616,1,0.123,0.0879,0.0,0.411,0.726,173.961,176970,4,es,"['es', 'yo', 'en']",0.88235294,0.05882353,0.01960784
737,KHEA,Ayer Me Llamó Mi Ex (feat. Lenny Santos),ar,1/14/21,0.784,0.691,-4.972,0,0.231,0.0437,0.0,0.119,0.548,117.032,256253,4,es,"['es', 'en', 'ca']",0.94827586,0.03448276,0.01724138
738,Los Abuelos De La Nada,Mil Horas,ar,1/14/21,0.737,0.688,-9.032,1,0.111,0.0388,0.00265,0.0851,0.826,100.995,226600,4,es,"['es', 'ar']",0.96,0.04,0.0
739,Jowell & Randy,Hoy Se Chicha,ar,1/14/21,0.883,0.721,-7.494,1,0.17,0.374,0.000602,0.252,0.371,94.977,154399,4,es,"['es', 'en', 'gl']",0.81132075,0.09433962,0.0754717
740,Patricio Rey y sus Redonditos de Ricota,Un Ángel para Tu Soledad,ar,1/14/21,0.635,0.682,-7.072,1,0.0304,0.0262,1.9e-05,0.09,0.712,134.97,231533,4,es,['es'],1.0,0.0,0.0
741,Abel Pintos,Oncemil,ar,1/14/21,0.633,0.698,-3.313,1,0.161,0.0301,0.0,0.146,0.369,144.172,221080,4,es,['es'],1.0,0.0,0.0
742,"No Te Va Gustar, Nicki Nicole",Venganza,ar,1/14/21,0.652,0.702,-2.8,0,0.336,0.029,0.0,0.261,0.922,90.001,166973,4,es,['es'],1.0,0.0,0.0
743,LA YOUNG,Como Estrellas,ar,1/14/21,0.445,0.495,-6.058,1,0.764,0.11,0.0,0.261,0.752,170.044,219000,4,es,"['es', 'en']",0.98333333,0.01666667,0.0
744,"#TocoParaVos, El Reja, Marka Akme",Se Picó,ar,1/14/21,0.62,0.59,-5.511,0,0.229,0.0532,0.0,0.0693,0.863,180.143,139431,4,es,"['es', 'en', 'so']",0.94871795,0.02564103,0.02564103
745,"Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tav√°rez, Rafa Pab√∂n",La Forma en Que Me Miras,ar,1/14/21,0.656,0.662,-1.387,1,0.149,0.191,8e-06,0.16,0.573,189.983,307435,4,es,"['es', 'en', 'pt']",0.92982456,0.03508772,0.01754386
746,"Duki, KHEA",She Don't Give a Fo,ar,1/14/21,0.854,0.556,-4.49,1,0.345,0.14,0.0,0.165,0.342,119.938,209531,4,es,"['es', 'en', 'bn']",0.6625,0.3125,0.0125
747,Harry Styles,Sign of the Times,ar,1/14/21,0.516,0.595,-4.63,1,0.0275,0.0313,0.0,0.109,0.222,119.972,340707,4,en,['en'],1.0,0.0,0.0
748,"DJ Tao, L-Gante, Papu DJ",L-Gante RKT - Remix,ar,1/14/21,0.895,0.666,-8.426,0,0.18,0.17,0.0009,0.0546,0.583,100.035,168444,4,es,"['es', 'el', 'hi']",0.91836735,0.04081633,0.02040816
749,"Danna Paola, Sebastian Yatra",No Bailes Sola,ar,1/14/21,0.599,0.744,-3.976,1,0.203,0.14,0.0,0.3,0.628,179.91,182813,4,es,['es'],1.0,0.0,0.0
750,La Delio Valdez,Inocente,ar,1/14/21,0.733,0.794,-4.328,1,0.359,0.0447,0.0,0.16,0.857,140.186,236293,4,es,['es'],1.0,0.0,0.0
751,Queen,Another One Bites The Dust - Remastered 2011,ar,1/14/21,0.933,0.528,-6.472,0,0.112,0.162,0.329,0.163,0.756,109.975,214653,4,en,"['en', 'tl']",0.98245614,0.01754386,0.0
752,No Te Va Gustar,A Las Nueve,ar,1/14/21,0.625,0.804,-5.652,0,0.236,0.0268,8.22e-05,0.308,0.827,129.931,207533,4,es,"['es', 'en']",0.97297297,0.02702703,0.0
753,Ozuna,Caramelo,ar,1/14/21,0.728,0.806,-3.766,1,0.0531,0.0623,0.000301,0.153,0.698,168.084,217547,4,es,"['es', 'en', 'cy']",0.87671233,0.09589041,0.01369863
754,Mancha De Rolando,Arde la Ciudad,ar,1/14/21,0.581,0.915,-3.307,1,0.017,0.0303,5.97e-06,0.135,0.819,135.085,252760,4,es,['es'],1.0,0.0,0.0
755,Nathy Peluso,BUENOS AIRES,ar,1/14/21,0.562,0.531,-8.706,0,0.199,0.0685,0.00144,0.109,0.624,83.937,240316,4,es,"['es', 'haw', 'ro']",0.87878788,0.09090909,0.03030303
756,"Estelares, Jorge Serrano",Ella Dijo,ar,1/14/21,0.418,0.558,-7.953,1,0.104,0.0256,0.0,0.12,0.523,83.907,284532,4,es,['es'],1.0,0.0,0.0
757,Rauw Alejandro,Enchule,ar,1/14/21,0.763,0.666,-3.316,1,0.153,0.194,0.0,0.301,0.587,90.086,185719,4,es,"['es', 'en', 'nl']",0.84615385,0.07692308,0.03846154
758,Gustavo Cerati,Puente,ar,1/14/21,0.444,0.471,-9.107,1,0.00161,0.0322,0.0017,0.14,0.205,76.335,273800,4,es,['es'],1.0,0.0,0.0
759,Las Pelotas,Personalmente,ar,1/14/21,0.559,0.711,-7.186,1,0.333,0.0269,0.00219,0.394,0.769,155.934,250358,4,es,['es'],1.0,0.0,0.0
760,La Beriso,Madrugada,ar,1/14/21,0.665,0.633,-6.862,0,0.202,0.0397,0.00442,0.128,0.229,93.923,207601,4,es,['es'],1.0,0.0,0.0
761,Ed Sheeran,Perfect,ar,1/14/21,0.599,0.448,-6.312,1,0.163,0.0232,0.0,0.106,0.168,95.05,263400,3,en,['en'],1.0,0.0,0.0
762,"Camilo, Evaluna Montaner",Por Primera Vez,ar,1/14/21,0.716,0.588,-3.952,1,0.152,0.116,0.0,0.0847,0.707,165.896,183547,4,en,"['en', 'und', 'es']",0.74418605,0.09302326,0.03986711
763,MYA,2:50,ar,1/14/21,0.576,0.807,-3.908,0,0.353,0.317,0.000363,0.0512,0.908,90.012,224427,4,es,"['es', 'en', 'hr']",0.90740741,0.03703704,0.01851852
